Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","453.06","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","6024.13","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5520","Feed","02211","Raw milk of cattle","2022","2022","t","499096.65","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5016","Loss","02211","Raw milk of cattle","2022","2022","t","86682.93","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5023","Processed","02211","Raw milk of cattle","2022","2022","t","7962198.8","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","3350592.54","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","201.71","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5510","Production","02211","Raw milk of cattle","2022","2022","t","607000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","1617.44","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","8.45","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","41485.18","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5023","Processed","02211","Raw milk of cattle","2022","2022","t","161722.34","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","405401.48","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","399.46","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5510","Production","02211","Raw milk of cattle","2022","2022","t","8450000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","6264.85","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","308127.93","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","27375.53","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5023","Processed","02211","Raw milk of cattle","2022","2022","t","5970761.4","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","2150000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","225.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5510","Production","02211","Raw milk of cattle","2022","2022","t","3942500","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","98992.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","435191.8","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5520","Feed","02211","Raw milk of cattle","2022","2022","t","260503","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5016","Loss","02211","Raw milk of cattle","2022","2022","t","39425","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5023","Processed","02211","Raw milk of cattle","2022","2022","t","3077248.8","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","73907","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","22.65","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5510","Production","02211","Raw milk of cattle","2022","2022","t","2229118","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","5554.85","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","698.86","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5520","Feed","02211","Raw milk of cattle","2022","2022","t","211658.68","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5023","Processed","02211","Raw milk of cattle","2022","2022","t","968402.84","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","1053912.47","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","278.76","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5510","Production","02211","Raw milk of cattle","2022","2022","t","677.94","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","5465.85","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5520","Feed","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5016","Loss","02211","Raw milk of cattle","2022","2022","t","179.04","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","562.39","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","5402.35","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","36.1","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5510","Production","02211","Raw milk of cattle","2022","2022","t","10582.55","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","23027.86","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","3007.56","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5016","Loss","02211","Raw milk of cattle","2022","2022","t","1622.86","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","28980","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","53.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5510","Production","02211","Raw milk of cattle","2022","2022","t","11766600","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","235.54","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","6595.08","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5520","Feed","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5016","Loss","02211","Raw milk of cattle","2022","2022","t","1056865.85","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5023","Processed","02211","Raw milk of cattle","2022","2022","t","692635.45","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","10010000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","160.2","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5510","Production","02211","Raw milk of cattle","2022","2022","t","4039","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","265.57","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","69.85","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5520","Feed","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5023","Processed","02211","Raw milk of cattle","2022","2022","t","2807.12","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","83.74","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","1343.87","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","13.07","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5510","Production","02211","Raw milk of cattle","2022","2022","t","7871000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","199293.56","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5520","Feed","02211","Raw milk of cattle","2022","2022","t","316868.29","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5016","Loss","02211","Raw milk of cattle","2022","2022","t","2697.05","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5023","Processed","02211","Raw milk of cattle","2022","2022","t","6900587.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","451553.77","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","129.75","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5510","Production","02211","Raw milk of cattle","2022","2022","t","4572000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","564667.25","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","888593.49","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5520","Feed","02211","Raw milk of cattle","2022","2022","t","84546.25","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5023","Processed","02211","Raw milk of cattle","2022","2022","t","3469603.84","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","693923.67","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","163.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5510","Production","02211","Raw milk of cattle","2022","2022","t","6558","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","1319.13","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5520","Feed","02211","Raw milk of cattle","2022","2022","t","294.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5016","Loss","02211","Raw milk of cattle","2022","2022","t","615.29","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","528.94","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","6438.57","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","43.53","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5510","Production","02211","Raw milk of cattle","2022","2022","t","114625.95","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","888.35","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5520","Feed","02211","Raw milk of cattle","2022","2022","t","8609.14","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5016","Loss","02211","Raw milk of cattle","2022","2022","t","10306.62","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5023","Processed","02211","Raw milk of cattle","2022","2022","t","956.31","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","95642.24","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","19.62","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5510","Production","02211","Raw milk of cattle","2022","2022","t","42254.94","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","8796.22","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5520","Feed","02211","Raw milk of cattle","2022","2022","t","488.06","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5023","Processed","02211","Raw milk of cattle","2022","2022","t","44175.52","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","6387.59","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","22.37","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5510","Production","02211","Raw milk of cattle","2022","2022","t","569106.93","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","32.76","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5016","Loss","02211","Raw milk of cattle","2022","2022","t","50145.51","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5023","Processed","02211","Raw milk of cattle","2022","2022","t","206443.71","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","312550.47","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","70.05","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5510","Production","02211","Raw milk of cattle","2022","2022","t","603118.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","11522.24","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","45136.75","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5520","Feed","02211","Raw milk of cattle","2022","2022","t","35529.28","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5016","Loss","02211","Raw milk of cattle","2022","2022","t","49310.7","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5023","Processed","02211","Raw milk of cattle","2022","2022","t","81865.69","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","402798.15","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","341.29","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5510","Production","02211","Raw milk of cattle","2022","2022","t","211823.73","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","28760.97","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","3.33","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5016","Loss","02211","Raw milk of cattle","2022","2022","t","13216.94","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5023","Processed","02211","Raw milk of cattle","2022","2022","t","50096.81","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","168.21","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","177099.41","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","184.47","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5510","Production","02211","Raw milk of cattle","2022","2022","t","35647494.54","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","84.11","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","3485.97","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5520","Feed","02211","Raw milk of cattle","2022","2022","t","421132.56","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5016","Loss","02211","Raw milk of cattle","2022","2022","t","1782626.3","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5023","Processed","02211","Raw milk of cattle","2022","2022","t","8859719.23","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","24580614.6","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","312.77","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2022","2022","t","770730","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","66280.24","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","4501.45","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5520","Feed","02211","Raw milk of cattle","2022","2022","t","4416.77","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5016","Loss","02211","Raw milk of cattle","2022","2022","t","13773.82","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5023","Processed","02211","Raw milk of cattle","2022","2022","t","620095.27","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","194222.93","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","78.46","X","Figure from international organizations","Unofficial figure"
